,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
520,Abby Elliott,https://en.wikipedia.org/wiki/Abby_Elliott,31,U.S.,New York,New York City,,['Marymount Manhattan College'],['Immaculate High School'],"['Actress', 'comedian']",
521,Asa Butterfield,https://en.wikipedia.org/wiki/Asa_Butterfield,21,England,London,Islington,,,,['Actor'],
522,Mindy Kaling,https://en.wikipedia.org/wiki/Mindy_Kaling,39,U.S.,Massachusetts,Cambridge,,['Dartmouth College'],['Buckingham Browne amp Nichols'],"['Actress, comedian, writer']",
523,Gary Owen,https://en.wikipedia.org/wiki/Gary_Owen_(comedian),44,Ohio,Cincinnati, ,,,,"['Actor', 'comedian']",
524,John Leguizamo,https://en.wikipedia.org/wiki/John_Leguizamo,54,Colombia,Bogot, ,,,,"['Actor, standup comedian, film producer, playwright, screenwriter']",
525,Cheri Oteri,https://en.wikipedia.org/wiki/Cheri_Oteri,56,U.S.,"Upper Darby ,  Pennsylvania ,", ,,,,['Actress'],
526,Paul F. Tompkins,https://en.wikipedia.org/wiki/Paul_F._Tompkins,50,U.S.,Pennsylvania,Mount Airy,American,,,['Comedian  actor  writer  producer'],
527,Armie Hammer,https://en.wikipedia.org/wiki/Armie_Hammer,32,U.S.,California,Santa Monica,,,,['Actor'],
528,Lindsey Vonn,https://en.wikipedia.org/wiki/Lindsey_Vonn,34,United States,, ,,,,,
529,Emily Blunt,https://en.wikipedia.org/wiki/Emily_Blunt,35,England,London,Wandsworth,English,,,['Actress'],
530,Gael García Bernal,https://en.wikipedia.org/wiki/Gael_Garc%C3%ADa_Bernal,39,Mexico,Jalisco,Guadalajara,,,,"['Actor, film director, model, film producer']",
531,Diane Lane,https://en.wikipedia.org/wiki/Diane_Lane,53,U.S.,New York City, ,,,,['Actress'],
532,Aja Naomi King,https://en.wikipedia.org/wiki/Aja_Naomi_King,33,U.S.,California,Los Angeles,,,"['University of California, Santa Barbara', 'BFA', 'Yale University', 'MFA']",['Actress'],
533,Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer,37,U.S.,New York,,,['Towson University'],['William Esper Studio'],,
534,Omari Hardwick,https://en.wikipedia.org/wiki/Omari_Hardwick,,U.S.,Georgia,Savannah,,['University of Georgia'],,['Actor'],
535,Michaela Watkins,https://en.wikipedia.org/wiki/Michaela_Watkins,46,United States,New York,Syracuse,,['Boston University'],,"['Actress, comedian']",
536,Bill O'Reilly,https://en.wikipedia.org/wiki/Bill_O%27Reilly_(political_commentator),69,U.S.,New York,New York City,,,"['Marist College', 'BA', 'Boston University', 'MA', 'Harvard University', 'MPA']",['Television host  political commentator  author'],Republican
537,Randall Park,https://en.wikipedia.org/wiki/Randall_Park,,U.S.,California,Los Angeles,,"['University of California, Los Angeles', 'B.A., M.A.']",,"['Actor, comedian, writer']",
538,Nick Offerman,https://en.wikipedia.org/wiki/Nick_Offerman,48,U.S.,Illinois,Minooka,,['University of Illinois at UrbanaChampaign'],,['Actor  writer   carpenter'],
539,Wayne Gretzky,https://en.wikipedia.org/wiki/Wayne_Gretzky,57,Canada,, ,,,,,
540,Morgan Spurlock,https://en.wikipedia.org/wiki/Morgan_Spurlock,47,U.S.,West Virginia,Parkersburg,,['New York University'],,"['Film director', ', television producer, screenwriter, playwright']",
541,Hugh Laurie,https://en.wikipedia.org/wiki/Hugh_Laurie,59,England,Oxfordshire,Oxford,,"['Selwyn College, Cambridge']","['Dragon School', 'Eton College']","['Actor, director, musician, comedian, author']",
542,Paul Reiser,https://en.wikipedia.org/wiki/Paul_Reiser,62,U.S.,New York,New York City,,['Binghamton University'],"['East Side Hebrew Institute', 'Stuyvesant High School']","['Comedian, actor, television writer, musician']",
543,Nate Silver,https://en.wikipedia.org/wiki/Nate_Silver,40,U.S.,Michigan,East Lansing,,,"['University of Chicago', 'BA']","['Statistician, journalist']",
544,Tiger Woods,https://en.wikipedia.org/wiki/Tiger_Woods,42,California,Cypress, ,United States,,,,
545,Elijah Wood,https://en.wikipedia.org/wiki/Elijah_Wood,37,U.S.,Iowa,Cedar Rapids,,,,"['Actor, voice actor, DJ, film producer']",
546,Jorge Ramos,https://en.wikipedia.org/wiki/Jorge_Ramos_(news_anchor),60,Mexico,Mexico City, ,,,,"['Journalist, author, activist']",Independent
547,Matt LeBlanc,https://en.wikipedia.org/wiki/Matt_LeBlanc,51,U.S.,Massachusetts,Newton,,,,"['Actor', 'television host', ', comedian']",
548,Joy Bryant,https://en.wikipedia.org/wiki/Joy_Bryant,44,U.S.,New York City,The Bronx,,['Yale University'],,['Actress'],
549,Eleanor Holmes Norton,https://en.wikipedia.org/wiki/Eleanor_Holmes_Norton,81,U.S.,, ,,,"['Antioch College', 'BA', 'Yale University', 'MA ,  LLB']",,Democratic
550,Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks,62,U.S.,California,Concord,,"['Chabot College', 'California State University, Sacramento', 'BFA']",,"['Actor, filmmaker']",Democratic
551,Adam Conover,https://en.wikipedia.org/wiki/Adam_Conover,,United States,New York,Smithtown,American,['Bard College'],['ShorehamWading River High School'],"['Comedian, Writer, and Show Host']",
552,Will Forte,https://en.wikipedia.org/wiki/Will_Forte,48,U.S.,California,Alameda County,,"['University of California, Los Angeles']",,['Actor  comedian  writer  producer'],
553,Dermot Mulroney,https://en.wikipedia.org/wiki/Dermot_Mulroney,54,U.S.,Virginia,Alexandria,,,,['Actor'],
554,Wyatt Cenac,https://en.wikipedia.org/wiki/Wyatt_Cenac,42,U.S.,New York,New York City,,['University of North Carolina'],,['Actor  comedian  writer  producer'],
555,Joel McHale,https://en.wikipedia.org/wiki/Joel_McHale,46,Italy,Rome, ,American,['University of Washington'],,['Comedian  actor  writer  producer  television host'],
556,Abbi Jacobson,https://en.wikipedia.org/wiki/Abbi_Jacobson,34,U.S.,Pennsylvania,Wayne,,['Maryland Institute College of Art'],,['Comedian  actress  writer  illustrator'],
557,Jon Glaser,https://en.wikipedia.org/wiki/Jon_Glaser,50,U.S.,Illinois,Chicago,,['University of Michigan'],,"['Actor, comedian, writer, producer, director']",
558,Mary-Louise Parker,https://en.wikipedia.org/wiki/Mary-Louise_Parker,54,U.S.,South Carolina,Fort Jackson,,['University of North Carolina School of the Arts'],,"['Actress, writer']",
559,Pusha T,https://en.wikipedia.org/wiki/Pusha_T,41,New York, , ,,,,,
560,Drew Carey,https://en.wikipedia.org/wiki/Drew_Carey,60,U.S.,Ohio,,,,,,
561,Claire Foy,https://en.wikipedia.org/wiki/Claire_Foy,34,England,Greater Manchester,Stockport,,['Liverpool John Moores University'],,['Actress'],
562,Matt Smith,https://en.wikipedia.org/wiki/Matt_Smith_(actor),36,England,Northampton, ,,"['University of East Anglia', '2005']",['Northampton School for Boys'],['Actor'],
563,Ruth Wilson,https://en.wikipedia.org/wiki/Ruth_Wilson,36,England,Kent,Ashford,,"['University of Nottingham', 'London Academy of Music and Dramatic Art']",,['Actress'],
564,J. B. Smoove,https://en.wikipedia.org/wiki/J._B._Smoove,53,U.S.,North Carolina,Plymouth,,,,"['Actor, writer, comedian, voice actor']",
565,Mel Gibson,https://en.wikipedia.org/wiki/Mel_Gibson,62,U.S.,New York,Peekskill,,,,"['Actor', 'director', 'producer']",
566,Luke Bracey,https://en.wikipedia.org/wiki/Luke_Bracey,29,Australia,Sydney, ,,,,['Actor'],
567,Michael Strahan,https://en.wikipedia.org/wiki/Michael_Strahan,,,,,,,,,
568,Nick Kroll,https://en.wikipedia.org/wiki/Nick_Kroll,40,U.S.,New York City, ,,['Georgetown University'],,['Actor  comedian  writer  producer'],
569,Aaron Eckhart,https://en.wikipedia.org/wiki/Aaron_Eckhart,50,U.S.,California,Cupertino,,"['Brigham Young UniversityHawaii', 'Brigham Young University']",,['Actor'],
570,Tig Notaro,https://en.wikipedia.org/wiki/Tig_Notaro,47,U.S.,, ,,,,,
571,Ron Suskind,https://en.wikipedia.org/wiki/Ron_Suskind,,New York,Kingston, ,,"['University of Virginia', 'Columbia University']",,"['Journalist, author']",
572,Viggo Mortensen,https://en.wikipedia.org/wiki/Viggo_Mortensen,60,U.S.,New York City, ,,['St. Lawrence University'],,['Actor  producer  author  musician  photographer  poet  painter'],
573,Patton Oswalt,https://en.wikipedia.org/wiki/Patton_Oswalt,49,U.S.,, ,,['College of William amp Mary'],,,
574,Don Cheadle,https://en.wikipedia.org/wiki/Don_Cheadle,53,U.S.,Missouri,Kansas City,,,,"['Actor, film producer, director, writer, author']",
575,Stevie Wonder,https://en.wikipedia.org/wiki/Stevie_Wonder,68,U.S.,Michigan,Saginaw,,,,['Singer  songwriter  musician  record producer  multiinstrumentalist'],
576,Katherine Waterston,https://en.wikipedia.org/wiki/Katherine_Waterston,38,England,London,Westminster,,['New York University'],,['Actress'],
577,Miles Teller,https://en.wikipedia.org/wiki/Miles_Teller,31,U.S.,Pennsylvania,Downingtown,,['New York University'],,['Actor'],
578,Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,60,U.S.,New York City,Manhattan,,"[['Harvard College', 'BA', 'University of Texas at Austin', 'MA', 'Columbia University', 'MPhil ,  PhD']]",,,
579,Sting,https://en.wikipedia.org/wiki/Sting_(musician),67,England,Northumberland,Wallsend,British,['Northern Counties College of Education'],,['Singer  songwriter  actor'],
580,Thandie Newton,https://en.wikipedia.org/wiki/Thandie_Newton,45,England  1,London,Westminster,,"['Downing College, Cambridge']",,['Actress'],
581,Mark Halperin,https://en.wikipedia.org/wiki/Mark_Halperin,53,U.S.,New York,New York City,,,"['B.A.,', 'Harvard University', ', 1987']","['Anchor', 'Author', 'Columnist']",
582,John Heilemann,https://en.wikipedia.org/wiki/John_Heilemann,52,California  1,Los Angeles, ,United States of America,"['Northwestern University', 'Harvard University']",,"['Journalist', 'Anchor']",
583,Jeff Goldblum,https://en.wikipedia.org/wiki/Jeff_Goldblum,66,U.S.,Pennsylvania,Pittsburgh,,,,"['Actor, musician']",
584,Eddie Redmayne,https://en.wikipedia.org/wiki/Eddie_Redmayne,36,England,London, ,,"['Trinity College, Cambridge']",['Eton College'],['Actor'],
585,Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders,77,U.S.,, ,,,"['University of Chicago', 'BA']",,Independent
586,Alton Brown,https://en.wikipedia.org/wiki/Alton_Brown,56,U.S.,California,Los Angeles,,,"['University of Georgia', 'New England Culinary Institute']",,
587,Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick,33,United States,Maine,Portland,,,['Deering High School'],"['Actress, singer, author']",
588,Mahershala Ali,https://en.wikipedia.org/wiki/Mahershala_Ali,44,U.S.,California,Oakland,,"['Saint Marys College of California', 'Tisch School of the Arts']",,['Actor'],
589,Marion Cotillard,https://en.wikipedia.org/wiki/Marion_Cotillard,43,France,Paris, ,,,,"['Actress, singer, musician, environmentalist']",
590,Dev Patel,https://en.wikipedia.org/wiki/Dev_Patel,28,England,London,Harrow,British,,,['Actor'],
591,Amy Adams,https://en.wikipedia.org/wiki/Amy_Adams,44,Italy,Vicenza, ,,,,['Actress'],
592,Simone Biles,https://en.wikipedia.org/wiki/Simone_Biles,21,U.S.,, ,,,,,
593,Jeff Watson,https://en.wikipedia.org/wiki/Jeff_Daniels,63,U.S.,Georgia,Clarke County,,,,['Actor  musician  playwright'],
594,William H. Macy,https://en.wikipedia.org/wiki/William_H._Macy,68,2,"Miami ,  Florida , U.S.  1", ,,['Goddard College'],['Allegany High School'],['Actor'],
595,Colin Quinn,https://en.wikipedia.org/wiki/Colin_Quinn,59,U.S.,, ,American,,,,
596,Michael Weatherly,https://en.wikipedia.org/wiki/Michael_Weatherly,50,U.S.,New York City, ,,,,"['Actor, producer, director']",
597,Carrie Fisher,https://en.wikipedia.org/wiki/Carrie_Fisher,,U.S.,California,Burbank,,,,['Actress  writer  comedian'],
598,James Marsden,https://en.wikipedia.org/wiki/James_Marsden,45,U.S.,Oklahoma,Stillwater,American,,,['Actor  singer  model'],
599,Jimmie Johnson,https://en.wikipedia.org/wiki/Jimmie_Johnson,43,California,El Cajon, ,,,,,
600,John Waters,https://en.wikipedia.org/wiki/John_Waters,72,U.S.,Maryland,Baltimore,,,['Boys Latin School of Maryland'],"['Film director, screenwriter, producer, actor']",
601,Danny DeVito,https://en.wikipedia.org/wiki/Danny_DeVito,73,U.S.,New Jersey,Neptune Township,,,,"['Actor, filmmaker']",
602,Max Greenfield,https://en.wikipedia.org/wiki/Max_Greenfield,38,U.S.,New York,Dobbs Ferry,,,,['Actor'],
603,Tim Daly,https://en.wikipedia.org/wiki/Tim_Daly,62,U.S.,New York,New York City,,"['Bennington College', ', B.A. 1979']",,"['Actor, producer']",
604,Lauren Cohan,https://en.wikipedia.org/wiki/Lauren_Cohan,36,U.S.,New Jersey,Cherry Hill,,,,"['Actress, model']",
605,Lauren Graham,https://en.wikipedia.org/wiki/Lauren_Graham,51,U.S.,Hawaii,Honolulu,,"[['Barnard College', 'Southern Methodist University']]",,['Actress  novelist'],
606,Justin Long,https://en.wikipedia.org/wiki/Justin_Long,40,U.S.,Connecticut,Fairfield,,['Vassar College'],,"['Actor, comedian, humorist']",
607,Matthew Broderick,https://en.wikipedia.org/wiki/Matthew_Broderick,56,U.S.,New York,New York City,,,,['Actor  singer'],
608,Ali Wentworth,https://en.wikipedia.org/wiki/Alexandra_Wentworth,53,U.S.,D.C.,Washington,American,,,"['Actress, comedian, author, producer']",
609,Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman,49,U.S.,New York,Rye,,,,['Actor  director  producer'],
610,Padma Lakshmi,https://en.wikipedia.org/wiki/Padma_Lakshmi,48,India,Tamil Nadu,Chennai,,,,"['Model, author, actress, television host']",
611,Michael Lewis,https://en.wikipedia.org/wiki/Michael_Lewis,58,Louisiana,New Orleans, ,,"[['Isidore Newman School', 'Princeton University', 'London School of Economics']]",,"['Nonfiction writer, journalist']",
612,Joe Biden,https://en.wikipedia.org/wiki/Joe_Biden,75,U.S.,, ,,,"['University of Delaware', 'BA', 'Syracuse University', 'JD']",,Democratic
613,DJ Khaled,https://en.wikipedia.org/wiki/DJ_Khaled,42,U.S.,Louisiana,New Orleans,,,,['Record executive   record producer   discjockey  radio personality   hype man'],
614,Sigourney Weaver,https://en.wikipedia.org/wiki/Sigourney_Weaver,69,U.S.,New York,New York City,,,"['Sarah Lawrence College', 'Stanford University', 'BA', 'Yale University', 'MFA']",['Actress'],
615,Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality),50,U.S.,Missouri,St. Louis,,['Boston University'],['Clayton High School'],['Talk show host  radio host  author  producer'],
616,Octavia Spencer,https://en.wikipedia.org/wiki/Octavia_Spencer,46,U.S.,Alabama,Montgomery,,['Auburn University'],,"['Actress, author']",
617,John Mulaney,https://en.wikipedia.org/wiki/John_Mulaney,36,U.S.,, ,,['Georgetown University'],['St. Ignatius College Prep'],,
618,Olivia Munn,https://en.wikipedia.org/wiki/Olivia_Munn,38,U.S.,Oklahoma,Oklahoma City,,['University of Oklahoma'],,['Actress  model'],
619,Martin Freeman,https://en.wikipedia.org/wiki/Martin_Freeman,47,England,Hampshire,Aldershot,,,,"['Actor', 'comedian']",
620,John Goodman,https://en.wikipedia.org/wiki/John_Goodman,66,U.S.,Missouri,Affton,,,"['Missouri State University', 'BFA']",['Actor'],
621,Denée Benton,https://en.wikipedia.org/wiki/Den%C3%A9e_Benton,25,age25, , ,American,"['Carnegie Mellon University', 'B.A , 2014']",,"['Actor, singer']",
622,Mark Wahlberg,https://en.wikipedia.org/wiki/Mark_Wahlberg,47,U.S.,Massachusetts,Boston,,,,['Actor  producer  businessman  model  rapper  songwriter'],
623,Lee Daniels,https://en.wikipedia.org/wiki/Lee_Daniels,58,U.S.,Pennsylvania,Philadelphia,,,,"['Producer, director, writer']",
624,Neil Patrick Harris,https://en.wikipedia.org/wiki/Neil_Patrick_Harris,45,U.S.,New Mexico,Albuquerque,,,['La Cueva High School'],['Actor  writer  producer  comedian  magician  singer'],
625,Megan Mullally,https://en.wikipedia.org/wiki/Megan_Mullally,59,U.S.,California,Los Angeles,,,"['Northwestern University', 'B.A.']","['Actress, comedian, singer']",
626,James Franco,https://en.wikipedia.org/wiki/James_Franco,40,California  U.S.,Palo Alto, ,,,,"['Actor, filmmaker']",
627,Michael Stipe,https://en.wikipedia.org/wiki/Michael_Stipe,58,U.S.,, ,,,,,
628,Liam Neeson,https://en.wikipedia.org/wiki/Liam_Neeson,66,Northern Ireland,County Antrim,Ballymena,,['Queens University Belfast'],,['Actor'],
629,Shepard Smith,https://en.wikipedia.org/wiki/Shepard_Smith,54,U.S.,Mississippi,Holly Springs,,,['University of Mississippi'],['News anchor'],
630,Tom Hanks,https://en.wikipedia.org/wiki/Tom_Hanks,62,U.S.,California,Concord,,"['Chabot College', 'California State University, Sacramento', 'BFA']",,"['Actor, filmmaker']",Democratic
631,Bruce Springsteen,https://en.wikipedia.org/wiki/Bruce_Springsteen,69,U.S.,New Jersey,Long Branch,,,,['Singer  songwriter'],
632,David Duchovny,https://en.wikipedia.org/wiki/David_Duchovny,58,U.S.,New York, ,,"['Princeton University', 'Yale University']",,"['Actor, director, producer, writer, singersongwriter']",
633,Bryan Cranston,https://en.wikipedia.org/wiki/Bryan_Cranston,62,U.S.,California,Hollywood,,['Los Angeles Valley College'],,"['Actor, producer, director, screenwriter']",
634,Robert De Niro,https://en.wikipedia.org/wiki/Robert_De_Niro,75,U.S.,New York City, ,,,,"['Actor, producer, director']",
635,Amy Schumer,https://en.wikipedia.org/wiki/Amy_Schumer,37,U.S.,New York,,,['Towson University'],['William Esper Studio'],,
636,John Krasinski,https://en.wikipedia.org/wiki/John_Krasinski,39,U.S.,Massachusetts,Boston,,['Brown University'],,['Actor  screenwriter  producer  director'],
637,Millie Bobby Brown,https://en.wikipedia.org/wiki/Millie_Bobby_Brown,14,Spain  1,Andalusia,Marbella,British,,,['Actress  model'],
638,Will Smith,https://en.wikipedia.org/wiki/Will_Smith,50,U.S.,Pennsylvania,Philadelphia,,,,['Actor  film producer  rapper  songwriter  comedian  media personality  record producer'],
639,Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick,33,United States,Maine,Portland,,,['Deering High School'],"['Actress, singer, author']",
640,Chris Pratt,https://en.wikipedia.org/wiki/Chris_Pratt,39,U.S.,Minnesota,Virginia,,,,['Actor'],
641,Jason Bateman,https://en.wikipedia.org/wiki/Jason_Bateman,49,U.S.,New York,Rye,,,,['Actor  director  producer'],
642,Oprah Winfrey,https://en.wikipedia.org/wiki/Oprah_Winfrey,64,U.S.,Mississippi,Kosciusko,,['Tennessee State University'],,"['Host of   The Oprah Winfrey Show   19862011  Chairwoman and CEO of  Harpo Productions  1986present  Chairwoman, CEO and CCO of the  Oprah Winfrey Network  2011present  Actress  2', 'Author']",Democratic
643,Kate Beckinsale,https://en.wikipedia.org/wiki/Kate_Beckinsale,45,England,London,Chiswick,,"['New College, Oxford']",,['Actress'],
644,Chris Messina,https://en.wikipedia.org/wiki/Chris_Messina,44,U.S.,New York,Northport,,,,"['Actor', 'film director']",
645,Jen Kirkman,https://en.wikipedia.org/wiki/Jen_Kirkman,44,U.S.,, ,,['Emerson College'],,,
646,Adam Driver,https://en.wikipedia.org/wiki/Adam_Driver,34,U.S.,California,San Diego,,['Juilliard School'],,['Actor'],
647,Alexa Davalos,https://en.wikipedia.org/wiki/Alexa_Davalos,36,France,Paris, ,,,,['Actress'],
648,Charlie Rose,https://en.wikipedia.org/wiki/Charlie_Rose,76,U.S.,North Carolina,Henderson,,"['Duke University', 'B.A. ,  J.D.']",,"['Talk show host, journalist']",
649,Hayden Panettiere,https://en.wikipedia.org/wiki/Hayden_Panettiere,29,U.S.  2,New York,Palisades,,,,"['Actress, model, singer']",
650,Billy Joel,https://en.wikipedia.org/wiki/Billy_Joel,69,U.S.,, ,,,,,
651,Josh Holloway,https://en.wikipedia.org/wiki/Josh_Holloway,49,U.S.,California,San Jose,,,,"['Actor', 'model', ', producer']",
